사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원
202012,2호선,강변(동서울터미널),560010,75056,566810,73164
202012,2호선,용두(동대문구청),34963,17454,36483,18439
202012,2호선,신촌,580407,83587,598972,80591
202012,2호선,신대방,507865,86682,493271,88570
202012,2호선,용답,45188,13477,45221,12743
202012,2호선,뚝섬,372509,41076,403004,41751
202012,2호선,대림(구로구청),484878,80938,495956,84267
202012,2호선,동대문역사문화공원(DDP),212730,38531,237898,39678
202012,2호선,상왕십리,252275,45333,245282,45341
202012,2호선,왕십리(성동구청),290150,36499,232198,31616
202012,2호선,건대입구,629054,62418,674812,65061
202012,2호선,을지로입구,740332,70050,748231,65108
202012,2호선,잠실새내,353037,66730,353625,67191
202012,2호선,잠실나루,236716,54118,228291,54356
202012,2호선,잠실(송파구청),1224513,116119,1217835,110966
202012,2호선,삼성(무역센터),936291,78989,946974,71334
202012,2호선,봉천,437363,99677,403719,100404
202012,2호선,낙성대(강감찬),523162,74528,504896,76021
202012,2호선,영등포구청,423422,73508,430129,72319
202012,2호선,신림,1263269,155870,1221689,159099
202012,2호선,서초,389004,50401,381585,49897
202012,2호선,구로디지털단지,1179770,113736,1188175,116472
202012,2호선,아현,171759,46253,167040,45923
202012,2호선,신답,26417,7273,31347,7586
202012,3호선,고속터미널,765025,105692,775014,100413
202012,3호선,안국,312289,43248,320122,43407
202012,3호선,경복궁(정부서울청사),313296,50512,307062,47913
202012,3호선,대치,173526,39878,173799,38217
202012,3호선,대청,165232,40253,150008,39144
202012,3호선,경찰병원,131560,28418,131319,29344
202012,3호선,홍제,282025,97217,270372,96848
202012,3호선,압구정,588229,87574,626386,84552
202012,3호선,가락시장,140260,54242,138646,52490
202012,3호선,동대입구,141500,21446,147630,23124
202012,3호선,을지로3가,169199,39600,177233,38544
202012,3호선,지축,58601,11685,57545,11963
202012,3호선,매봉,216246,40273,206732,36771
202012,3호선,연신내,660401,179204,616738,173704
202012,3호선,녹번,272569,51460,247527,51124
202012,3호선,종로3가,157536,39865,183033,43233
202012,3호선,무악재,64631,19245,64770,21227
202012,3호선,금호,138766,36662,131700,36620
202012,3호선,오금,113017,18269,101167,17401
202012,3호선,신사,572684,52530,599777,49451
202012,3호선,도곡,92569,18409,95007,16568
202012,3호선,옥수,150052,38560,159458,38747
202012,3호선,교대(법원.검찰청),234452,42308,157822,27079
202012,3호선,충무로,13,2,0,0
202012,3호선,약수,221761,56165,216865,53255
202012,3호선,남부터미널(예술의전당),526309,75534,546062,75425
202012,3호선,잠원,77577,19256,77328,18819
202012,3호선,수서,269450,69076,278293,68228
202012,3호선,독립문,104346,48897,110634,48329
202012,3호선,구파발,365087,76750,347668,72998
202012,3호선,학여울,26824,8913,27637,8443
202012,3호선,불광,271321,93050,291596,102082
202012,3호선,일원,157538,40089,154921,39304
202012,3호선,양재(서초구청),699062,92861,754738,93191
202012,4호선,당고개,217333,62549,198177,61517
202012,4호선,남태령,17840,5774,15005,5528
202012,4호선,쌍문,555373,111145,505950,110518
202012,4호선,서울역,190881,26568,267412,29157
202012,4호선,삼각지,78244,15940,86880,16319
202012,4호선,동대문역사문화공원(DDP),280492,40253,262830,36318
202012,4호선,사당,446561,53116,371210,51091
202012,4호선,동작(현충원),33817,17791,37370,16958
202012,4호선,미아(서울사이버대학),259652,79770,249512,82361
202012,4호선,명동,329819,37735,343628,37891
202012,4호선,혜화,519313,91465,513612,88648
202012,4호선,숙대입구(갈월),228527,36435,224644,34357
202012,4호선,회현(남대문시장),382122,104086,401675,103220
202012,4호선,총신대입구(이수),308598,96249,337378,102268
202012,4호선,노원,346023,60898,390823,59609
202012,4호선,동대문,323208,108035,336905,106295
202012,4호선,성신여대입구(돈암),361668,59071,347493,57388
202012,4호선,수유(강북구청),636625,135807,629750,136354
202012,4호선,상계,344098,81546,318538,80801
202012,4호선,창동,437634,129868,469910,135920
202012,4호선,한성대입구(삼선교),239955,49027,235536,48678
202012,4호선,신용산,266598,35053,281018,34985
202012,4호선,길음,354485,76927,346156,77527
202012,4호선,이촌(국립중앙박물관),113146,27385,126968,29448
202012,4호선,미아사거리,497719,128120,487637,127597
202012,4호선,충무로,471432,84875,485880,84883
202012,5호선,길동,126365,46167,133535,47695
202012,5호선,미사,249377,35514,248324,35608
202012,5호선,마포,250318,41595,259018,40981
202012,5호선,목동,302909,57591,337168,58967
202012,5호선,오금,67107,12919,65422,12235
202012,5호선,광화문(세종문화회관),553653,48244,570437,45779
202012,5호선,애오개,115862,23847,118130,23391
202012,5호선,올림픽공원(한국체대),66044,20680,55800,18441
202012,5호선,공덕,256128,29278,276061,27892
202012,5호선,청구,69618,18040,66620,14609
202012,5호선,신길,76844,7787,86176,8151
202012,5호선,방화,111425,34139,106805,32837
202012,5호선,오목교(목동운동장앞),411185,56843,447336,56533
202012,5호선,군자(능동),213837,27548,231463,28196
202012,5호선,거여,133028,37741,126964,37645
202012,5호선,여의도,487928,36528,508036,32921
202012,5호선,여의나루,130804,16433,133978,15702
202012,5호선,신금호,106675,24919,109585,28399
202012,5호선,화곡,525777,98922,494140,95090
202012,5호선,왕십리(성동구청),80385,16757,88987,15780
202012,5호선,상일동,276158,59240,250760,56474
202012,5호선,장한평,335466,60168,332949,61281
202012,5호선,서대문,329939,45748,338711,42993
202012,5호선,영등포구청,71368,14640,72044,14594
202012,5호선,마천,94134,37570,94220,39561
202012,5호선,종로3가,156215,53737,150278,58095
202012,5호선,까치산,537055,105955,517695,108051
202012,5호선,신정(은행정),265820,42994,207671,41687
202012,5호선,명일,136124,41385,140221,43540
202012,5호선,송정,113672,33763,107951,32989
202012,5호선,고덕,146058,37844,145873,37533
202012,5호선,둔촌동,140861,40587,141769,41688
202012,5호선,아차산(어린이대공원후문),252167,66609,252395,65900
202012,5호선,마장,95315,27540,89683,27193
202012,5호선,충정로(경기대입구),90786,10052,92022,10034
202012,5호선,을지로4가,94745,35473,97512,35155
202012,5호선,답십리,296234,55669,272490,53768
202012,5호선,영등포시장,161297,41725,168129,42115
202012,5호선,강동,357160,69906,334667,65754
202012,5호선,방이,115068,29512,119327,29366
202012,5호선,마곡,167519,25266,163137,24563
202012,5호선,개화산,88821,25283,85358,25501
202012,5호선,천호(풍납토성),320046,84687,315472,87336
202012,5호선,발산,326637,56938,335365,54816
202012,5호선,양평,139485,20471,140896,20309
202012,5호선,동대문역사문화공원(DDP),54609,6153,62035,6681
202012,5호선,개롱,104839,28663,110720,30029
202012,5호선,우장산,235572,57455,235632,60285
202012,5호선,하남풍산,88928,16887,88753,18305
202012,5호선,광나루(장신대),231568,46499,211336,45273
202012,5호선,김포공항,134681,21550,132965,22683
202012,5호선,굽은다리(강동구민회관앞),160311,45449,154159,42768
202012,5호선,행당,141347,34217,126806,30863
202012,6호선,새절(신사),224861,58534,208456,58948
202012,6호선,삼각지,102745,10869,90769,9198
202012,6호선,공덕,325573,50940,316401,47385
202012,6호선,태릉입구,95625,19753,104334,20958
202012,6호선,망원,239444,58034,262354,60987
202012,6호선,대흥(서강대앞),134760,29928,139454,29548
202012,6호선,안암(고대병원앞),172828,25951,171580,24464
202012,6호선,디지털미디어시티,254679,37566,277955,38521
202012,6호선,연신내,6,3,0,0
202012,6호선,광흥창(서강),152219,29691,147672,29306
202012,6호선,불광,73726,27528,78012,23798
202012,6호선,이태원,165616,22042,170232,22554
202012,6호선,상월곡(한국과학기술연구원),109044,28557,95534,27792
202012,6호선,역촌,61506,21485,75309,20938
202012,6호선,석계,221315,52418,226468,53605
202012,6호선,응암,311363,79732,312700,79737
202012,6호선,보문,137616,21652,126757,21118
202012,6호선,녹사평(용산구청),82897,13097,81713,12799
202012,6호선,동묘앞,135549,50919,140614,45966
202012,6호선,월드컵경기장(성산),63375,36651,68773,34976
202012,6호선,창신,62455,13547,49540,12771
202012,6호선,화랑대(서울여대입구),207971,30031,163675,26570
202012,6호선,합정,236291,26068,231090,24190
202012,6호선,신당,144393,25213,153061,23745
202012,6호선,상수,144097,14243,157238,14454
202012,6호선,마포구청,254529,51273,231345,46798
202012,6호선,고려대(종암),141377,23099,135990,23862
202012,6호선,구산,127195,33061,89273,36038
202012,6호선,약수,60976,15621,61838,15472
202012,6호선,독바위,48474,13747,51320,17395
202012,6호선,효창공원앞,123912,27979,111772,26554
202012,6호선,신내,3,0,0,0
202012,6호선,돌곶이,150991,38455,140640,37972
202012,6호선,봉화산(서울의료원),159823,32941,149109,32561
202012,6호선,청구,69171,13825,72166,16373
202012,6호선,월곡(동덕여대),192337,50011,192136,50471
202012,6호선,한강진,130337,11412,149698,11071
202012,6호선,증산(명지대앞),176019,50475,173944,51368
202012,6호선,버티고개,38038,10250,35402,11743
202012,7호선,중화,203910,45080,200922,45089
202012,7호선,마들,212545,57130,204012,57377
202012,7호선,가산디지털단지,919322,66933,915518,63222
202012,7호선,논현,388607,38041,421956,37602
202012,7호선,굴포천,165159,24370,176206,24867
202012,7호선,도봉산,169676,30185,199166,45920
202012,7호선,먹골,184882,44530,180832,44924
202012,7호선,춘의,194632,24161,192463,23439
202012,7호선,천왕,198988,37664,188282,37881
202012,7호선,강남구청,309741,33467,338088,33191
202012,7호선,청담,370319,51348,411289,48319
202012,7호선,삼산체육관,85358,15478,76781,14786
202012,7호선,부천종합운동장,87696,13257,75655,13198
202012,7호선,온수(성공회대입구),203963,28285,189198,26712
202012,7호선,어린이대공원(세종대),234253,25325,228078,25143
202012,7호선,부천시청,233044,36900,233788,35705
202012,7호선,신중동,273837,35395,268848,34004
202012,7호선,뚝섬유원지,129785,27025,127287,27559
202012,7호선,수락산,223428,62062,224069,63311
202012,7호선,남구로,321702,43710,343526,43446
202012,7호선,신풍,212320,44733,202542,45483
202012,7호선,대림(구로구청),160334,23856,161346,23117
202012,7호선,상봉(시외버스터미널),331582,48646,313866,47410
202012,7호선,고속터미널,283373,46137,244655,40965
202012,7호선,반포,104073,21858,100957,20706
202012,7호선,군자(능동),273497,49582,215321,43998
202012,7호선,이수,279913,50303,273896,48437
202012,7호선,면목,284013,65802,279015,68812
202012,7호선,숭실대입구(살피재),219996,38102,223115,39539
202012,7호선,내방,264596,45974,268355,44972
202012,7호선,신대방삼거리,306040,60708,294946,63061
202012,7호선,중계,251344,60135,226596,58204
202012,7호선,상동,230613,32680,239919,32467
202012,7호선,공릉(서울과학기술대),207299,46814,205995,47295
202012,7호선,상도,190565,38545,185642,37558
202012,7호선,남성,203221,46283,188045,46184
202012,7호선,장암,44662,5883,17550,3787
202012,7호선,보라매,182095,30105,180832,28868
202012,7호선,까치울,145615,18207,141968,18625
202012,7호선,부평구청,230110,21009,192055,19031
202012,7호선,학동,465701,44245,494870,41103
202012,7호선,장승배기,171191,47355,165713,48065
202012,7호선,건대입구,240773,36849,243659,32636
202012,7호선,철산,399230,65992,408507,66160
202012,7호선,태릉입구,149468,28904,138671,26391
202012,7호선,사가정,306462,68969,307064,69456
202012,7호선,광명사거리,410318,105897,406298,109368
202012,7호선,하계,311368,69863,298133,67052
202012,7호선,노원,340270,79667,354853,80725
202012,7호선,용마산(용마폭포공원),110859,24812,105870,26390
202012,7호선,중곡,184065,40450,172638,41744
202012,8호선,석촌,132135,33591,153967,35279
202012,8호선,산성,124206,28976,122062,31879
202012,8호선,몽촌토성(평화의문),99269,21289,104251,20272
202012,8호선,강동구청,183678,42922,194559,43733
202012,8호선,신흥,75154,29005,81595,30279
202012,8호선,남한산성입구(성남법원.검찰청),246334,57732,224623,56083
202012,8호선,암사,343617,72329,304686,72083
202012,8호선,송파,134387,36317,135854,36361
202012,8호선,장지,328709,51132,326186,49238
202012,8호선,모란,62430,36235,46908,27202
202012,8호선,단대오거리,178928,49597,172674,48590
202012,8호선,문정,409905,40435,429742,40319
202012,8호선,잠실(송파구청),260922,45484,296173,42831
202012,8호선,천호(풍납토성),293452,56424,338919,53539
202012,8호선,수진,86343,30492,76573,29990
202012,8호선,가락시장,130705,47117,150144,48061
202012,8호선,복정,192955,31072,168806,28170
202012,9호선,등촌,179927,54409,178590,55222
202012,9호선,신목동,65135,13049,59511,12253
202012,9호선,선유도,139135,17391,135505,16644
202012,9호선,국회의사당,285926,31921,288121,27010
202012,9호선,구반포,41900,14114,43891,14364
202012,9호선,신논현,585439,42221,573796,39088
202012,9호선,가양,345493,87687,340755,85842
202012,9호선,당산,329030,42925,326753,38938
202012,9호선,마곡나루(서울식물원),201153,18137,201731,17721
202012,9호선,노들,73186,21036,64241,19820
202012,9호선,신방화,115341,29947,113505,30004
202012,9호선,여의도,426020,29366,408737,26991
202012,9호선,김포공항,149464,12260,211787,14056
202012,9호선,노량진,453492,61013,440889,61650
202012,9호선,신반포,49768,12237,49585,11937
202012,9호선,동작(현충원),29718,6298,22966,5267
202012,9호선,염창,314291,47412,311969,47209
202012,9호선,공항시장,46627,16934,51561,18497
202012,9호선,흑석(중앙대입구),131540,34872,136643,35103
202012,9호선,개화,44048,8509,32997,6977
202012,9호선,고속터미널,203177,34974,270025,38990
202012,9호선,증미,125623,29881,127495,30713
202012,9호선,양천향교,168029,29921,173560,30017
202012,9호선,샛강,95709,15968,99667,15504
202012,9호선,사평,50724,11788,50845,11739
202012,9호선2~3단계,올림픽공원(한국체대),95416,12855,95432,12857
202012,9호선2~3단계,둔촌오륜,19203,4133,16453,4133
202012,9호선2~3단계,석촌고분,101489,21434,102382,21602
202012,9호선2~3단계,삼전,118670,23285,116026,22732
202012,9호선2~3단계,송파나루,77825,17109,81967,17466
202012,9호선2~3단계,한성백제,39983,9710,36324,8681
202012,9호선2~3단계,봉은사,287657,26702,288713,25310
202012,9호선2~3단계,석촌,141166,20873,124668,18425
202012,9호선2~3단계,종합운동장,74660,10875,73203,10347
202012,9호선2~3단계,언주,188607,19207,189206,18827
202012,9호선2~3단계,중앙보훈병원,141898,55033,121286,54578
202012,9호선2~3단계,선정릉,173738,15428,187505,15793
202012,9호선2~3단계,삼성중앙,120987,15505,124565,15427
202011,1호선,종로3가,415759,253486,380983,236161
202011,1호선,서울역,970425,163629,919628,153605
202011,1호선,동대문,209906,106156,213469,108389
202011,1호선,제기동,223204,240998,216130,257699
202011,1호선,동묘앞,123243,130264,131205,131631
202011,1호선,종로5가,342225,205830,351197,197086
202011,1호선,신설동,263272,100228,252254,93219
202011,1호선,종각,779391,111601,757727,103762
202011,1호선,시청,470299,61681,476546,59054
202011,1호선,청량리(서울시립대입구),320602,238000,315752,240168
202011,2호선,문래,467328,64890,480273,64161
202011,2호선,서울대입구(관악구청),1103420,151581,1071620,143923
202011,2호선,선릉,1178665,178261,1057066,159007
202011,2호선,도림천,26470,6184,27238,6753
202011,2호선,이대,293054,41815,305859,42667
202011,2호선,역삼,1053138,125579,1175501,126605
202011,2호선,교대(법원.검찰청),723089,128237,816436,142660
202011,2호선,한양대,193058,11357,210112,11982
202011,2호선,합정,740497,57542,795825,57413
202011,2호선,시청,524632,44104,511719,39821
202011,2호선,신당,280186,81594,287757,83765
202011,2호선,을지로3가,449301,63347,443587,62139
202011,2호선,성수,724190,87999,801708,89600
202011,2호선,당산,442974,48526,514235,53117
202011,2호선,종합운동장,168002,33308,190987,34740
202011,2호선,강남,2019373,144790,2046712,129444
202011,2호선,신설동,65287,28129,60111,29147
202011,2호선,양천구청,135840,37410,143592,38202
202011,2호선,사당,831809,147808,950225,142005
202011,2호선,신도림,1149172,160860,1139108,151174
202011,2호선,충정로(경기대입구),217936,40778,231458,40458
202011,2호선,방배,393581,61361,412395,60295
202011,2호선,구의(광진구청),514889,85263,498996,87241
202011,2호선,신정네거리,198302,55405,202836,57267
202011,2호선,홍대입구,1306396,81110,1406694,78081
202011,2호선,을지로4가,242047,76027,239721,74017
202011,2호선,강변(동서울터미널),755109,98010,757373,96939
202011,2호선,용두(동대문구청),39014,19961,39952,21260
202011,2호선,신촌,754575,100891,787856,98402
202011,2호선,신대방,591781,103161,565130,104167
202011,2호선,용답,54724,15114,54228,14269
202011,2호선,뚝섬,464807,49093,502197,49896
202011,2호선,대림(구로구청),574779,95776,583775,99234
202011,2호선,동대문역사문화공원(DDP),275264,45136,313519,47079
202011,2호선,상왕십리,306144,53389,291777,53577
202011,2호선,왕십리(성동구청),383668,43824,313343,37688
202011,2호선,건대입구,854644,75583,931533,78360
202011,2호선,을지로입구,884315,82722,901765,77068
202011,2호선,잠실새내,441550,80892,446894,81300
202011,2호선,잠실나루,291315,67255,280661,67642
202011,2호선,잠실(송파구청),1604232,148702,1593912,142275
202011,2호선,삼성(무역센터),1201492,92887,1236299,85746
202011,2호선,봉천,517380,117347,463785,117122
202011,2호선,낙성대(강감찬),636704,88522,606326,90319
202011,2호선,영등포구청,493039,83498,501247,82124
202011,2호선,신림,1494668,185327,1430345,187900
202011,2호선,서초,499790,66637,485481,65907
202011,2호선,구로디지털단지,1418737,137282,1418268,139421
202011,2호선,아현,213880,53933,201713,53299
202011,2호선,신답,31542,8176,35430,8703
202011,3호선,고속터미널,1001968,132651,1002858,126911
202011,3호선,안국,450527,67847,477168,70133
202011,3호선,경복궁(정부서울청사),443671,70318,449717,69316
202011,3호선,대치,238469,48418,236043,46572
202011,3호선,대청,203630,46792,184056,45075
202011,3호선,경찰병원,155480,34210,154356,35043
202011,3호선,홍제,341904,116734,319954,115380
202011,3호선,압구정,686391,107288,748014,104198
202011,3호선,가락시장,171702,65255,170692,64728
202011,3호선,동대입구,177299,30278,190210,34529
202011,3호선,을지로3가,204514,45123,220595,43780
202011,3호선,지축,70251,14242,67536,14751
202011,3호선,매봉,252325,50454,243403,46416
202011,3호선,연신내,784350,215557,727106,207004
202011,3호선,녹번,321639,61497,285970,60839
202011,3호선,종로3가,193761,47506,239642,53577
202011,3호선,무악재,77099,23829,76452,25947
202011,3호선,금호,169952,44585,155271,43604
202011,3호선,오금,137124,23230,122454,22056
202011,3호선,신사,715359,60530,772488,57961
202011,3호선,도곡,115406,21955,119121,20091
202011,3호선,옥수,191154,47222,198401,47359
202011,3호선,교대(법원.검찰청),298492,55695,198682,34413
202011,3호선,충무로,21,1,0,0
202011,3호선,약수,269779,68603,266775,65561
202011,3호선,남부터미널(예술의전당),666894,96291,687998,97155
202011,3호선,잠원,102684,25093,101132,24457
202011,3호선,수서,362084,86586,366403,85232
202011,3호선,독립문,129528,60316,140421,60527
202011,3호선,구파발,444767,95441,422572,90369
202011,3호선,학여울,43601,13928,45078,13640
202011,3호선,불광,324475,111636,347655,122950
202011,3호선,일원,191198,48734,187760,48232
202011,3호선,양재(서초구청),849979,122491,932695,122921
202011,4호선,당고개,258825,74748,229196,73346
202011,4호선,남태령,24255,7073,19607,6583
202011,4호선,쌍문,649517,131566,573798,128776
202011,4호선,서울역,243530,31384,380890,36733
202011,4호선,삼각지,94118,20004,110885,20926
202011,4호선,동대문역사문화공원(DDP),342642,46940,323468,42253
202011,4호선,사당,591350,69380,499107,68731
202011,4호선,동작(현충원),44548,20890,48825,20090
202011,4호선,미아(서울사이버대학),305703,94665,288063,96301
202011,4호선,명동,428131,48704,448352,49253
202011,4호선,혜화,738156,108207,752963,106362
202011,4호선,숙대입구(갈월),294013,42888,290527,40369
202011,4호선,회현(남대문시장),440997,135623,470870,134658
202011,4호선,총신대입구(이수),375776,118071,415370,124742
202011,4호선,노원,431810,73495,495256,72219
202011,4호선,동대문,378573,123619,385693,118631
202011,4호선,성신여대입구(돈암),463025,70467,441812,68677
202011,4호선,수유(강북구청),737253,161766,727278,161629
202011,4호선,상계,408687,97796,370865,95891
202011,4호선,창동,525406,161415,558128,168415
202011,4호선,한성대입구(삼선교),307876,60506,302043,59361
202011,4호선,신용산,355043,42419,376166,42675
202011,4호선,길음,436137,93180,419167,92785
202011,4호선,이촌(국립중앙박물관),153503,35140,169762,37678
202011,4호선,미아사거리,592565,150476,571467,149356
202011,4호선,충무로,553056,99657,576613,99776
202011,5호선,길동,147102,54049,153349,56187
202011,5호선,미사,290973,43707,282738,43610
202011,5호선,마포,297985,51168,310150,50727
202011,5호선,목동,368295,68496,404266,70020
202011,5호선,오금,81444,15947,79248,15196
202011,5호선,광화문(세종문화회관),706524,59487,742886,57488
202011,5호선,애오개,141364,29997,142286,29421
202011,5호선,올림픽공원(한국체대),83615,26213,72164,23485
202011,5호선,공덕,315027,36366,340442,34430
202011,5호선,청구,81237,21238,78568,16838
202011,5호선,신길,89613,9825,97353,10122
202011,5호선,방화,136678,40385,128906,39221
202011,5호선,오목교(목동운동장앞),510814,69280,560059,68923
202011,5호선,군자(능동),250181,32617,275642,33584
202011,5호선,거여,161644,45335,150918,44419
202011,5호선,여의도,572828,41185,610816,38568
202011,5호선,여의나루,173856,21091,178613,20137
202011,5호선,신금호,130681,30062,130882,33742
202011,5호선,화곡,615438,117819,569296,112568
202011,5호선,왕십리(성동구청),95786,19543,109693,18543
202011,5호선,상일동,334254,71097,293395,67188
202011,5호선,장한평,386201,71767,379281,72657
202011,5호선,서대문,377097,53418,387315,50507
202011,5호선,영등포구청,82123,17012,83332,16884
202011,5호선,마천,110033,43931,107500,45602
202011,5호선,종로3가,239324,78865,226665,84341
202011,5호선,까치산,627576,126693,589798,128185
202011,5호선,신정(은행정),312061,50220,236814,48169
202011,5호선,명일,169855,51750,171490,54162
202011,5호선,송정,134698,41281,125118,40024
202011,5호선,고덕,182159,47165,176415,46758
202011,5호선,둔촌동,164758,48475,164060,49647
202011,5호선,아차산(어린이대공원후문),297560,79223,291250,77855
202011,5호선,마장,112327,32042,105109,31565
202011,5호선,충정로(경기대입구),108062,12336,108977,12335
202011,5호선,을지로4가,106107,38072,111712,38015
202011,5호선,답십리,341242,66347,307280,64415
202011,5호선,영등포시장,184739,52155,192240,53104
202011,5호선,강동,423052,84124,393631,79205
202011,5호선,방이,145932,36224,150144,35838
202011,5호선,마곡,194366,29439,189132,28286
202011,5호선,개화산,103542,29737,96992,29263
202011,5호선,천호(풍납토성),380371,100970,380401,105394
202011,5호선,발산,417026,70377,434341,67883
202011,5호선,양평,157824,23867,155971,23550
202011,5호선,동대문역사문화공원(DDP),59569,6860,69705,7899
202011,5호선,개롱,129824,37267,135090,38757
202011,5호선,우장산,290868,70071,283715,73208
202011,5호선,하남풍산,104117,20611,100190,21836
202011,5호선,광나루(장신대),286485,55862,259424,53898
202011,5호선,김포공항,170603,24880,166461,26803
202011,5호선,굽은다리(강동구민회관앞),188892,54490,178680,50867
202011,5호선,행당,172357,41273,152058,36887
202011,6호선,새절(신사),265611,71502,242690,71543
202011,6호선,삼각지,133037,13915,114388,11659
202011,6호선,공덕,397897,61885,386485,57469
202011,6호선,태릉입구,116728,24419,131629,25693
202011,6호선,망원,299127,69876,330406,72986
202011,6호선,대흥(서강대앞),166210,38322,171878,37409
202011,6호선,안암(고대병원앞),227089,28287,229363,27389
202011,6호선,디지털미디어시티,301307,45469,327121,45705
202011,6호선,연신내,13,2,0,0
202011,6호선,광흥창(서강),184009,39100,177057,38395
202011,6호선,불광,87588,33083,92632,28251
202011,6호선,이태원,228463,26231,239598,26963
202011,6호선,상월곡(한국과학기술연구원),129413,34049,111626,32746
202011,6호선,역촌,70604,27044,85342,25795
202011,6호선,석계,262021,63068,266390,63330
202011,6호선,응암,361982,95601,354068,93658
202011,6호선,보문,163401,25409,148320,24583
202011,6호선,녹사평(용산구청),108000,15705,109283,15280
202011,6호선,동묘앞,158250,58219,165123,52716
202011,6호선,월드컵경기장(성산),82002,48400,87983,48537
202011,6호선,창신,77437,15736,61545,14828
202011,6호선,화랑대(서울여대입구),259601,38482,199560,33864
202011,6호선,합정,307489,32290,304529,30416
202011,6호선,신당,174427,29744,184829,28391
202011,6호선,상수,189917,17519,220918,17612
202011,6호선,마포구청,298438,63913,263637,57730
202011,6호선,고려대(종암),173271,27664,165235,28053
202011,6호선,구산,149496,36982,101947,42006
202011,6호선,약수,74552,19217,74578,18389
202011,6호선,독바위,56474,16542,57383,20108
202011,6호선,효창공원앞,147545,33516,131044,31575
202011,6호선,신내,5,0,0,0
202011,6호선,돌곶이,179369,44786,164163,44392
202011,6호선,봉화산(서울의료원),189555,39606,172094,38797
202011,6호선,청구,80619,16191,82476,18908
202011,6호선,월곡(동덕여대),233822,59351,226687,59104
202011,6호선,한강진,178900,13705,213549,13869
202011,6호선,증산(명지대앞),204151,58690,196355,59601
202011,6호선,버티고개,46873,12520,43253,14383
202011,7호선,중화,233716,52804,225344,52787
202011,7호선,마들,243360,66208,226129,66055
202011,7호선,가산디지털단지,1040049,74878,1042589,71209
202011,7호선,논현,458597,43132,509150,42743
202011,7호선,굴포천,196414,27422,205685,28084
202011,7호선,도봉산,205767,38073,237657,55543
202011,7호선,먹골,213756,51371,204940,51851
202011,7호선,춘의,214653,27452,207644,26427
202011,7호선,천왕,231679,45219,215540,44894
202011,7호선,강남구청,356949,39177,401615,39446
202011,7호선,청담,429721,58400,491288,55836
202011,7호선,삼산체육관,103848,19663,93123,18672
202011,7호선,부천종합운동장,98228,15223,83357,14964
202011,7호선,온수(성공회대입구),244127,33137,226569,31898
202011,7호선,어린이대공원(세종대),295510,32014,290210,31788
202011,7호선,부천시청,275899,43629,276009,42038
202011,7호선,신중동,317742,42916,315788,41602
202011,7호선,뚝섬유원지,166339,32705,160958,32937
202011,7호선,수락산,261616,75109,255747,75584
202011,7호선,남구로,356197,49795,382057,49409
202011,7호선,신풍,246945,53698,231102,54479
202011,7호선,대림(구로구청),193272,27486,195541,27150
202011,7호선,상봉(시외버스터미널),389511,57454,367052,55062
202011,7호선,고속터미널,374261,59121,307450,51535
202011,7호선,반포,123008,25591,119995,24361
202011,7호선,중곡,212953,47744,191987,48762
202011,7호선,용마산(용마폭포공원),129399,29493,120816,31648
202011,7호선,군자(능동),314398,59846,242266,52420
202011,7호선,이수,341643,61012,336305,58250
202011,7호선,면목,337265,77022,322580,79770
202011,7호선,숭실대입구(살피재),268245,47022,268859,48726
202011,7호선,내방,306389,53222,313258,51681
202011,7호선,신대방삼거리,353669,71723,334341,73753
202011,7호선,중계,298958,74074,266471,70916
202011,7호선,상동,291018,40863,301626,41017
202011,7호선,공릉(서울과학기술대),254218,56201,251400,56768
202011,7호선,상도,228681,46223,219178,44560
202011,7호선,남성,239339,56656,215700,56116
202011,7호선,장암,53946,7788,20998,4917
202011,7호선,보라매,218999,36000,216752,34824
202011,7호선,까치울,173525,23576,164892,23765
202011,7호선,부평구청,271128,25625,220169,22273
202011,7호선,학동,531359,51842,576106,48919
202011,7호선,장승배기,201214,56855,191724,56952
202011,7호선,건대입구,283577,42162,304188,37614
202011,7호선,철산,487137,80890,498524,80723
202011,7호선,태릉입구,186095,34784,173231,32194
202011,7호선,사가정,350449,81672,346372,81306
202011,7호선,광명사거리,475704,123806,463255,127230
202011,7호선,하계,377087,82720,353400,79510
202011,7호선,노원,405390,92261,436139,93248
202011,8호선,석촌,155306,40058,185853,42602
202011,8호선,산성,155019,35254,148213,37972
202011,8호선,몽촌토성(평화의문),120224,26914,126184,25980
202011,8호선,강동구청,212072,51641,219890,52240
202011,8호선,신흥,84560,32892,89958,34131
202011,8호선,남한산성입구(성남법원.검찰청),298899,65393,272448,62551
202011,8호선,암사,401294,84250,348213,83004
202011,8호선,송파,164497,44351,162872,43857
202011,8호선,장지,390445,61636,373441,58332
202011,8호선,모란,74220,42981,58034,32530
202011,8호선,단대오거리,210684,55714,197848,53677
202011,8호선,문정,470759,48737,493695,48442
202011,8호선,잠실(송파구청),312947,53924,369156,51754
202011,8호선,천호(풍납토성),343444,67923,403572,64125
202011,8호선,수진,97323,36669,85834,36940
202011,8호선,가락시장,151100,54015,175749,55666
202011,8호선,복정,240510,37781,202829,34522
202011,9호선,등촌,208184,64098,202550,64907
202011,9호선,신목동,82365,17124,72367,16008
202011,9호선,선유도,165850,21776,159127,21258
202011,9호선,국회의사당,347830,40701,355284,35487
